,Unnamed: 0,Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Driving_Experience,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
9870,12591,200501JI40223,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,77.50565929329186,33.53322400918469,,,,,
9479,12083,200501JC30803,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,67.50565929329186,28.533224009184693,1749.0,1.0,3.0,2.0,1.0
4390,5475,200501EO40703,1,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,51.505659293291856,23.533224009184693,,,,3.0,1.0
20987,26934,200501RG40128,1,9,0.0,18,0,1.0,0.0,0.0,5.0,6.0,1.0,1.0,15.0,1,53.505659293291856,23.533224009184693,1988.0,1.0,4.0,2.0,1.0
5399,6739,200501FH00018,1,3,0.0,13,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,51.505659293291856,23.533224009184693,100.0,1.0,1.0,4.0,1.0
17711,22717,200501PL69065,1,9,0.0,5,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,43.603526456868565,20.05051850459752,,,,3.0,1.0
24889,31985,200501TB00323,1,2,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,42.603526456868565,20.05051850459752,,,,,
8300,10515,200501HT20781,2,5,0.0,9,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1,51.603526456868565,20.05051850459752,599.0,1.0,2.0,6.0,1.0
15386,19718,200501MM70337,1,3,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,34.603526456868565,10.05051850459752,124.0,1.0,2.0,3.0,1.0
7066,8885,200501GD10770,4,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,45.603526456868565,20.05051850459752,,,,2.0,1.0
6464,8104,200501GD10225,2,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,56.603526456868565,25.05051850459752,2438.0,1.0,6.0,3.0,1.0
32307,41439,200501XH30149,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.603526456868565,20.05051850459752,3222.0,2.0,1.0,9.0,1.0
21611,27706,200501RG40634,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,53.603526456868565,25.05051850459752,1910.0,2.0,2.0,1.0,1.0
15540,19905,200501MM70465,2,21,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2,41.603526456868565,15.05051850459752,,,,,
23269,29844,200501SX20358,1,5,0.0,13,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,39.603526456868565,15.05051850459752,599.0,1.0,3.0,,
8992,11407,200501JC30373,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,43.603526456868565,20.05051850459752,1124.0,1.0,,3.0,1.0
25019,32168,200501TC00081,1,21,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,40.603526456868565,15.05051850459752,,,,,
1974,2398,200501CW10501,2,4,0.0,18,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,58.603526456868565,25.05051850459752,198.0,1.0,2.0,7.0,1.0
16591,21267,200501PL60119,1,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,48.603526456868565,20.05051850459752,,,,2.0,1.0
5279,6587,200501EO41417,1,8,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1,69.60352645686856,30.05051850459752,2664.0,2.0,8.0,,
11865,15114,200501KD59005,3,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,44.603526456868565,20.05051850459752,2000.0,1.0,,5.0,1.0
31354,40184,200501XD80579,1,9,0.0,11,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,53.603526456868565,25.05051850459752,1988.0,1.0,5.0,2.0,1.0
5065,6314,200501EO41234,1,5,0.0,18,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.603526456868565,20.05051850459752,738.0,1.0,3.0,,
14423,18474,200501LX50792,1,11,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1,51.603526456868565,20.05051850459752,9600.0,2.0,5.0,,
19150,24527,200501QA10136,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,85.60352645686856,40.05051850459752,1392.0,1.0,9.0,5.0,1.0
4025,5022,200501EO40420,1,1,0.0,18,0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,50.603526456868565,20.05051850459752,,,,3.0,1.0
35004,44955,200501YR90444,1,9,0.0,15,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,40.603526456868565,15.05051850459752,1984.0,1.0,4.0,1.0,1.0
38935,49716,2005030001832,1,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,38.603526456868565,15.05051850459752,2496.0,2.0,6.0,3.0,1.0
11392,14527,200501KD50429,2,21,1.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1,55.603526456868565,25.05051850459752,,,,,
3539,4411,200501EO00118,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,51.603526456868565,20.05051850459752,1984.0,1.0,3.0,3.0,1.0
37447,48103,200501ZT80414,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.603526456868565,20.05051850459752,,,,3.0,1.0
25223,32440,200501TC00274,1,9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,51.603526456868565,20.05051850459752,,,,,
9602,12255,200501JI40006,1,9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,42.603526456868565,20.05051850459752,1598.0,1.0,2.0,,
9436,12024,200501JC30760,2,1,0.0,18,0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,50.603526456868565,20.05051850459752,,,,2.0,1.0
10294,13158,200501JI40553,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,56.603526456868565,25.05051850459752,2295.0,1.0,5.0,8.0,1.0
7402,9349,200501HT20003,1,9,0.0,7,0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,44.603526456868565,20.05051850459752,1390.0,1.0,12.0,,1.0
35917,46149,200501ZD30574,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,60.603526456868565,25.05051850459752,1796.0,1.0,5.0,1.0,1.0
22596,28942,200501RY10533,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,45.603526456868565,20.05051850459752,1595.0,1.0,3.0,,
10666,13655,200501JI40854,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,65.60352645686856,30.05051850459752,2200.0,2.0,12.0,7.0,1.0
18606,23834,200501PY20741,2,1,0.0,18,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,77.60352645686856,35.05051850459752,,,,9.0,1.0
34863,44753,200501YR90297,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,44.603526456868565,20.05051850459752,2435.0,1.0,9.0,1.0,1.0
1839,2240,200501CW10386,2,9,0.0,6,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,76.60352645686856,35.05051850459752,6230.0,1.0,,10.0,2.0
3856,4806,200501EO40269,1,9,0.0,9,0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,54.603526456868565,25.05051850459752,2171.0,1.0,1.0,5.0,1.0
3447,4285,200501EO00028,2,9,0.0,17,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,43.603526456868565,20.05051850459752,2435.0,1.0,9.0,3.0,1.0
34752,44598,200501YR90190,2,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,54.603526456868565,25.05051850459752,1242.0,1.0,4.0,2.0,1.0
33109,42412,200501XH30753,2,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,40.603526456868565,15.05051850459752,1149.0,1.0,3.0,9.0,1.0
25578,32930,200501TD00147,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,58.603526456868565,25.05051850459752,2979.0,1.0,2.0,2.0,1.0
35023,44982,200501YR90461,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,86.60352645686856,40.05051850459752,,,,2.0,1.0
21144,27139,200501RG40276,1,9,0.0,10,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,53.603526456868565,25.05051850459752,1762.0,1.0,6.0,1.0,1.0
12044,15352,200501KF60149,2,10,0.0,3,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,48.603526456868565,20.05051850459752,,,,1.0,1.0
23257,29827,200501SX20348,1,9,0.0,5,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.603526456868565,25.05051850459752,1587.0,1.0,13.0,,
15849,20299,200501MM70757,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,51.603526456868565,20.05051850459752,1199.0,1.0,3.0,2.0,1.0
21027,26988,200501RG40169,1,5,0.0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,67.60352645686856,30.05051850459752,1250.0,1.0,5.0,1.0,1.0
22029,28231,200501RY10063,1,9,0.0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,57.603526456868565,25.05051850459752,1796.0,1.0,6.0,,
33132,42441,200501XH30771,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,54.603526456868565,25.05051850459752,1998.0,1.0,9.0,3.0,1.0
6703,8411,200501GD10440,1,2,0.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.603526456868565,15.05051850459752,49.0,1.0,5.0,3.0,1.0
39153,49943,2005030002032,2,19,0.0,18,0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1,40.603526456868565,15.05051850459752,2148.0,2.0,,2.0,1.0
26489,34058,200501TW60138,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,76.60352645686856,35.05051850459752,3980.0,1.0,8.0,8.0,1.0
28969,37115,200501VW40162,3,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.603526456868565,25.05051850459752,1997.0,1.0,4.0,10.0,1.0
27905,35797,200501TX20620,1,9,0.0,18,0,5.0,1.0,7.0,0.0,0.0,1.0,1.0,15.0,2,40.603526456868565,15.05051850459752,1489.0,1.0,10.0,,
19879,25487,200501QK50115,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.603526456868565,20.05051850459752,1995.0,2.0,1.0,2.0,1.0
31439,40307,200501XD80654,1,9,0.0,14,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.603526456868565,20.05051850459752,1598.0,1.0,6.0,8.0,1.0
23909,30690,200501SX20884,2,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,49.603526456868565,20.05051850459752,2460.0,2.0,,,1.0
340,410,200501BS70235,2,1,0.0,18,0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,15.0,1,41.603526456868565,15.05051850459752,,,,4.0,1.0
5106,6366,200501EO41271,2,1,0.0,18,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.603526456868565,15.05051850459752,,,,6.0,1.0
10803,13836,200501KD50017,1,21,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,52.603526456868565,25.05051850459752,,,,,
28952,37093,200501VW40150,1,9,0.0,4,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,55.603526456868565,25.05051850459752,1985.0,1.0,2.0,6.0,1.0
27894,35785,200501TX20614,3,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,59.603526456868565,25.05051850459752,2494.0,1.0,8.0,3.0,1.0
7367,9298,200501GD11057,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,65.60352645686856,30.05051850459752,1597.0,1.0,16.0,2.0,1.0
13043,16713,200501KG70084,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,35.603526456868565,10.05051850459752,1195.0,1.0,13.0,10.0,1.0
846,1038,200501BS70615,1,9,0.0,14,0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,15.0,1,44.603526456868565,20.05051850459752,1781.0,1.0,3.0,7.0,1.0
35350,45415,200501YR90781,2,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,73.60352645686856,35.05051850459752,1896.0,2.0,6.0,,
4992,6225,200501EO41175,1,9,0.0,7,0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,41.603526456868565,15.05051850459752,,,,,
32190,41288,200501XH30044,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.603526456868565,20.05051850459752,,,,3.0,1.0
11367,14495,200501KD50409,1,9,0.0,3,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,77.60352645686856,35.05051850459752,1391.0,1.0,9.0,8.0,1.0
23420,30036,200501SX20482,3,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,67.60352645686856,30.05051850459752,,,,,
13436,17200,200501KG70399,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,36.603526456868565,10.05051850459752,1242.0,1.0,5.0,6.0,1.0
37005,47554,200501ZT80060,2,9,0.0,5,0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,65.60352645686856,30.05051850459752,1360.0,1.0,5.0,9.0,1.0
4280,5337,200501EO40627,2,4,0.0,13,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,58.603526456868565,25.05051850459752,,,,6.0,1.0
20179,25889,200501QK50372,1,1,0.0,7,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,37.603526456868565,15.05051850459752,,,,6.0,1.0
2614,3196,200501CW11094,1,11,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,71.60352645686856,30.05051850459752,9200.0,2.0,2.0,,
13977,17910,200501LX50426,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,67.60352645686856,30.05051850459752,,,,3.0,1.0
31754,40713,200501XD80904,1,9,0.0,14,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,37.603526456868565,15.05051850459752,,,,3.0,1.0
36815,47308,200501ZD31332,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,57.603526456868565,25.05051850459752,1596.0,1.0,5.0,3.0,1.0
30450,38975,200501WW50741,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,34.603526456868565,10.05051850459752,2771.0,1.0,14.0,2.0,1.0
10776,13806,200501JI49096,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,82.60352645686856,40.05051850459752,,,,7.0,2.0
26835,34471,200501TW60390,1,9,0.0,9,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1,49.603526456868565,20.05051850459752,,,,9.0,1.0
23689,30396,200501SX20705,3,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,48.603526456868565,20.05051850459752,,,,7.0,2.0
24109,30944,200501SX21059,1,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,66.60352645686856,30.05051850459752,,,,1.0,1.0
25953,33388,200501TE00191,1,9,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,57.603526456868565,25.05051850459752,,,,,
28411,36416,200501VK30148,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,62.603526456868565,30.05051850459752,1086.0,1.0,1.0,6.0,1.0
6229,7796,200501FH10664,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,50.603526456868565,20.05051850459752,,,,5.0,1.0
19559,25070,200501QA10486,1,9,0.0,16,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,61.603526456868565,25.05051850459752,1796.0,1.0,6.0,9.0,1.0
6690,8391,200501GD10423,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,42.603526456868565,20.05051850459752,,,,4.0,1.0
5393,6732,200501FH00012,1,21,0.0,9,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,51.603526456868565,20.05051850459752,,,,2.0,1.0
21438,27496,200501RG40499,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,34.603526456868565,10.05051850459752,988.0,1.0,14.0,,
24802,31864,200501TB00243,1,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,71.60352645686856,30.05051850459752,1799.0,1.0,7.0,4.0,1.0
22976,29450,200501SX20114,2,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,35.603526456868565,10.05051850459752,1299.0,1.0,6.0,10.0,1.0
3478,4327,200501EO00059,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,42.603526456868565,20.05051850459752,,,,2.0,1.0
31109,39852,200501XD80369,1,20,1.0,11,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1,48.603526456868565,20.05051850459752,,,,3.0,1.0
38770,49541,2005030001603,2,9,0.0,10,0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1,38.603526456868565,15.05051850459752,,,,8.0,3.0
30247,38723,200501WW50582,1,4,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1,53.603526456868565,25.05051850459752,499.0,1.0,,2.0,1.0
10634,13619,200501JI40834,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,64.60352645686856,30.05051850459752,1905.0,2.0,6.0,7.0,1.0
13278,16999,200501KG70275,1,11,0.0,4,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,51.603526456868565,20.05051850459752,,,,,
25043,32205,200501TC00138,1,9,0.0,9,0,8.0,0.0,10.0,1.0,10.0,0.0,1.0,15.0,1,43.603526456868565,20.05051850459752,993.0,1.0,6.0,,
36448,46839,200501ZD31022,1,9,0.0,18,0,0.0,1.0,4.0,7.0,0.0,3.0,1.0,1.0,2,42.86624110313758,10.111496465504729,1299.0,1.0,9.0,3.0,1.0
31937,40960,200501XD81051,1,21,1.0,9,0,2.0,5.0,0.0,1.0,7.0,4.0,1.0,15.0,1,46.86624110313758,15.111496465504729,11705.0,2.0,3.0,3.0,1.0
1715,2088,200501CW10255,1,5,0.0,18,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,1,86.86624110313758,35.11149646550473,748.0,1.0,5.0,4.0,1.0
1009,1233,200501BS70740,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,48.86624110313758,15.111496465504729,3152.0,1.0,7.0,3.0,1.0
3262,4036,200501CW11815,1,8,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,80.86624110313758,35.11149646550473,2402.0,2.0,1.0,10.0,1.0
15186,19462,200501MM70020,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,78.86624110313758,30.11149646550473,1598.0,1.0,12.0,5.0,1.0
9613,12267,200501JI40011,2,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,53.86624110313758,20.11149646550473,1124.0,1.0,3.0,8.0,1.0
33085,42384,200501XH30739,1,9,0.0,17,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.86624110313758,20.11149646550473,1998.0,1.0,7.0,6.0,1.0
30185,38643,200501WW50536,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,49.86624110313758,20.11149646550473,1596.0,1.0,1.0,5.0,1.0
20325,26088,200501QK50489,1,19,0.0,13,0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,15.0,1,60.86624110313758,25.11149646550473,,,,3.0,1.0
12368,15783,200501KF60418,2,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,62.86624110313758,25.11149646550473,650.0,1.0,11.0,,
1377,1696,200501CP00233,2,1,0.0,18,0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1,46.86624110313758,15.111496465504729,,,,3.0,1.0
25539,32878,200501TD00115,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,48.86624110313758,15.111496465504729,,,,,
23195,29736,200501SX20278,2,19,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,58.86624110313758,20.11149646550473,1870.0,2.0,6.0,6.0,1.0
31933,40951,200501XD81046,1,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,65.86624110313758,25.11149646550473,998.0,1.0,10.0,2.0,1.0
37481,48141,200501ZT80438,1,19,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,56.86624110313758,20.11149646550473,2402.0,2.0,2.0,7.0,1.0
771,950,200501BS70565,3,9,0.0,2,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,3,79.86624110313758,35.11149646550473,5400.0,6.0,11.0,3.0,1.0
18938,24261,200501QA00049,1,5,0.0,13,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,68.86624110313758,25.11149646550473,647.0,1.0,3.0,,
23410,30025,200501SX20472,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.86624110313758,10.111496465504729,1391.0,1.0,9.0,10.0,1.0
1625,1983,200501CW10141,1,2,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,60.86624110313758,25.11149646550473,49.0,1.0,11.0,5.0,1.0
15197,19473,200501MM70028,1,11,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,81.86624110313758,35.11149646550473,,2.0,6.0,,
4158,5187,200501EO40532,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,78.86624110313758,30.11149646550473,1998.0,1.0,3.0,,
15861,20312,200501MM70770,1,8,0.0,18,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,68.86624110313758,25.11149646550473,2664.0,2.0,13.0,4.0,1.0
10590,13566,200501JI40802,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,47.86624110313758,15.111496465504729,1396.0,1.0,9.0,5.0,1.0
31402,40255,200501XD80623,1,3,0.0,16,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,48.86624110313758,15.111496465504729,124.0,1.0,4.0,,
25469,32780,200501TD00029,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,44.86624110313758,15.111496465504729,1390.0,1.0,4.0,2.0,1.0
17940,23006,200501PY20190,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,48.86624110313758,15.111496465504729,1587.0,1.0,4.0,2.0,1.0
2229,2708,200501CW10721,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,51.86624110313758,20.11149646550473,,,,2.0,1.0
33885,43449,200501YE80586,1,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,60.86624110313758,25.11149646550473,1995.0,2.0,1.0,1.0,1.0
25747,33142,200501TE00005,1,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,40.86624110313758,10.111496465504729,,,,3.0,1.0
30734,39348,200501XD80051,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,49.86624110313758,20.11149646550473,1995.0,2.0,3.0,2.0,1.0
18208,23326,200501PY20398,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,61.86624110313758,25.11149646550473,,,,5.0,1.0
21765,27892,200501RG40749,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,85.86624110313758,35.11149646550473,,,,,
19590,25111,200501QA10512,1,9,0.0,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,42.86624110313758,10.111496465504729,1796.0,1.0,5.0,4.0,1.0
28542,36571,200501VK30235,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,72.86624110313758,30.11149646550473,,,,,
17437,22352,200501PL60854,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,71.86624110313758,30.11149646550473,1497.0,1.0,3.0,1.0,1.0
19369,24825,200501QA10331,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,72.86624110313758,30.11149646550473,1198.0,1.0,1.0,,
36523,46944,200501ZD31095,1,11,0.0,7,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,43.86624110313758,10.111496465504729,,2.0,2.0,,
19563,25077,200501QA10490,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,54.86624110313758,20.11149646550473,1905.0,2.0,10.0,7.0,1.0
1808,2201,200501CW10362,1,3,0.0,9,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,42.86624110313758,10.111496465504729,,,,3.0,1.0
17621,22596,200501PL61016,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,62.86624110313758,25.11149646550473,1389.0,1.0,9.0,2.0,1.0
17736,22749,200501PY20021,2,9,0.0,7,0,8.0,0.0,0.0,7.0,0.0,1.0,1.0,15.0,2,46.86624110313758,15.111496465504729,1598.0,1.0,3.0,4.0,1.0
38647,49412,2005030001430,1,90,0.0,18,0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,15.0,1,49.86624110313758,20.11149646550473,2800.0,2.0,3.0,3.0,1.0
4136,5160,200501EO40514,2,3,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,45.86624110313758,15.111496465504729,125.0,1.0,5.0,4.0,1.0
37311,47933,200501ZT80292,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.86624110313758,10.111496465504729,1196.0,1.0,12.0,5.0,1.0
